comuna,geocodigo,p01,vacante,cuenta,prop
13111,13111061002,1,0,875,0.984251968503937
13111,13111061002,1,1,14,0.015748031496063
13111,13111061003,1,0,718,0.994459833795014
13111,13111061003,1,1,4,0.00554016620498615
13111,13111071001,1,0,1291,0.987758224942617
13111,13111071001,1,1,16,0.0122417750573833
13111,13111071002,1,0,821,0.979713603818616
13111,13111071002,1,1,17,0.0202863961813843
13111,13111071002,2,0,4,1
13111,13111071003,1,0,1598,0.990086741016109
13111,13111071003,1,1,16,0.00991325898389095
13111,13111071003,2,0,1,1
13111,13111071004,1,0,1549,0.991677336747759
13111,13111071004,1,1,13,0.00832266325224072
13111,13111071004,2,0,1,1
13111,13111071005,1,0,1142,0.987889273356401
13111,13111071005,1,1,14,0.0121107266435986
13111,13111081001,1,0,744,0.993324432576769
13111,13111081001,1,1,5,0.00667556742323098
13111,13111081001,2,0,340,0.991253644314869
13111,13111081001,2,1,3,0.0087463556851312
13111,13111081002,1,0,910,0.99562363238512
13111,13111081002,1,1,4,0.00437636761487965
13111,13111081002,2,0,313,0.978125
13111,13111081002,2,1,7,0.021875
13111,13111081003,1,0,462,0.978813559322034
13111,13111081003,1,1,10,0.0211864406779661
13111,13111081003,2,0,802,0.992574257425743
13111,13111081003,2,1,6,0.00742574257425743
13111,13111081004,1,0,129,0.992307692307692
13111,13111081004,1,1,1,0.00769230769230769
13111,13111081004,2,0,792,0.985074626865672
13111,13111081004,2,1,12,0.0149253731343284
13111,13111991999,1,0,65,1
13111,13111991999,2,0,13,1
13112,13112011001,1,0,567,0.972555746140652
13112,13112011001,1,1,16,0.0274442538593482
13112,13112011002,1,0,792,0.96
13112,13112011002,1,1,33,0.04
13112,13112011002,2,0,2,1
13112,13112011003,1,0,40,1
13112,13112021001,1,0,1351,0.985412107950401
13112,13112021001,1,1,20,0.0145878920495988
13112,13112021002,1,0,270,0.989010989010989
13112,13112021002,1,1,3,0.010989010989011
13112,13112021002,2,0,705,0.977808599167822
13112,13112021002,2,1,16,0.0221914008321775
13112,13112021003,1,0,967,0.993833504624872
13112,13112021003,1,1,6,0.00616649537512847
13112,13112021003,2,0,46,1
13112,13112021004,1,0,814,0.986666666666667
13112,13112021004,1,1,11,0.0133333333333333
13112,13112021004,2,0,482,0.983673469387755
13112,13112021004,2,1,8,0.0163265306122449
13112,13112031001,1,0,977,0.984879032258064
13112,13112031001,1,1,15,0.0151209677419355
13112,13112031001,2,0,4,1
13112,13112031002,1,0,1530,0.984555984555985
13112,13112031002,1,1,24,0.0154440154440154
13112,13112031003,1,0,1365,0.989130434782609
13112,13112031003,1,1,15,0.0108695652173913
13112,13112031003,2,0,3,1
13112,13112031004,1,0,1338,0.985272459499264
13112,13112031004,1,1,20,0.0147275405007364
13112,13112031005,1,0,738,0.995951417004049
13112,13112031005,1,1,3,0.00404858299595142
13112,13112031005,2,0,3,1
13112,13112041001,1,0,1200,0.987654320987654
13112,13112041001,1,1,15,0.0123456790123457
13112,13112041001,2,0,1,1
13112,13112041002,1,0,1205,0.986088379705401
13112,13112041002,1,1,17,0.013911620294599
13112,13112041002,2,0,365,0.983827493261456
13112,13112041002,2,1,6,0.0161725067385445
13112,13112041003,1,0,1077,0.987167736021998
13112,13112041003,1,1,14,0.0128322639780018
13112,13112041003,2,0,1,1
13112,13112041004,1,0,64,0.984615384615385
13112,13112041004,1,1,1,0.0153846153846154
13112,13112041005,1,0,769,0.985897435897436
13112,13112041005,1,1,11,0.0141025641025641
13112,13112041005,2,0,104,0.981132075471698
13112,13112041005,2,1,2,0.0188679245283019
13112,13112041006,1,0,886,0.982261640798226
13112,13112041006,1,1,16,0.0177383592017738
13112,13112041007,1,0,1318,0.993217784476262
13112,13112041007,1,1,9,0.00678221552373775
13112,13112041007,2,0,97,0.989795918367347
13112,13112041007,2,1,1,0.0102040816326531
13112,13112051001,1,0,593,0.964227642276423
13112,13112051001,1,1,22,0.0357723577235772
13112,13112051001,2,0,451,0.98471615720524
13112,13112051001,2,1,7,0.0152838427947598
13112,13112051002,1,0,828,0.993997599039616
13112,13112051002,1,1,5,0.00600240096038415
13112,13112051002,2,0,140,0.99290780141844
13112,13112051002,2,1,1,0.00709219858156028
13112,13112051003,1,0,1023,0.988405797101449
13112,13112051003,1,1,12,0.0115942028985507
13112,13112051003,2,0,451,0.995584988962472
13112,13112051003,2,1,2,0.00441501103752759
13112,13112051004,1,0,5,0.833333333333333
13112,13112051004,1,1,1,0.166666666666667
13112,13112051005,1,0,419,0.929046563192905
13112,13112051005,1,1,32,0.0709534368070954
13112,13112051005,2,0,209,0.990521327014218
13112,13112051005,2,1,2,0.00947867298578199
13112,13112051006,1,0,470,0.985324947589099
13112,13112051006,1,1,7,0.0146750524109015
13112,13112051006,2,0,441,0.984375
13112,13112051006,2,1,7,0.015625
13112,13112051007,1,0,1124,0.96480686695279
13112,13112051007,1,1,41,0.0351931330472103
13112,13112051008,1,0,1074,0.976363636363636
13112,13112051008,1,1,26,0.0236363636363636
13112,13112051009,1,0,818,0.973809523809524
13112,13112051009,1,1,22,0.0261904761904762
13112,13112051009,2,0,461,0.995680345572354
13112,13112051009,2,1,2,0.00431965442764579
13112,13112051010,1,0,1122,0.989417989417989
13112,13112051010,1,1,12,0.0105820105820106
13112,13112051010,2,0,218,0.981981981981982
13112,13112051010,2,1,4,0.018018018018018
13112,13112051011,1,0,1028,0.980916030534351
13112,13112051011,1,1,20,0.0190839694656489
13112,13112051011,2,0,402,0.995049504950495
13112,13112051011,2,1,2,0.00495049504950495
13112,13112061001,1,0,1236,0.983293556085919
13112,13112061001,1,1,21,0.0167064439140811
13112,13112061001,2,0,1,1
13112,13112061002,1,0,1248,0.979591836734694
13112,13112061002,1,1,26,0.0204081632653061
13112,13112061002,2,0,2,1
13112,13112061003,1,0,726,0.987755102040816
13112,13112061003,1,1,9,0.0122448979591837
13112,13112061003,2,0,2,1
13112,13112071001,1,0,741,0.977572559366754
13112,13112071001,1,1,17,0.0224274406332454
13112,13112071001,2,0,250,1
13112,13112071002,1,0,843,0.981373690337602
13112,13112071002,1,1,16,0.0186263096623981
13112,13112071003,1,0,1014,0.991202346041056
13112,13112071003,1,1,9,0.00879765395894428
13112,13112071004,1,0,553,0.965095986038394
13112,13112071004,1,1,20,0.0349040139616056
13112,13112071004,2,0,524,0.968576709796673
13112,13112071004,2,1,17,0.0314232902033272
13112,13112071005,1,0,882,0.99548532731377
13112,13112071005,1,1,4,0.00451467268623025
13112,13112071005,2,0,1,1
13112,13112071006,1,0,407,0.978365384615385
13112,13112071006,1,1,9,0.0216346153846154
13112,13112071006,2,0,364,0.955380577427822
13112,13112071006,2,1,17,0.0446194225721785
13112,13112081001,1,0,1096,0.985611510791367
13112,13112081001,1,1,16,0.0143884892086331
13112,13112081002,1,0,1223,0.991085899513776
13112,13112081002,1,1,11,0.00891410048622366
13112,13112081003,1,0,144,0.96
13112,13112081003,1,1,6,0.04
13112,13112081004,1,0,1205,0.965544871794872
13112,13112081004,1,1,43,0.0344551282051282
13112,13112081004,2,0,67,1
13112,13112081005,1,0,921,0.976670201484623
13112,13112081005,1,1,22,0.0233297985153765
13112,13112081005,2,0,84,0.988235294117647
13112,13112081005,2,1,1,0.0117647058823529
13112,13112081006,1,0,765,0.987096774193548
13112,13112081006,1,1,10,0.0129032258064516
13112,13112081006,2,0,307,0.990322580645161
13112,13112081006,2,1,3,0.00967741935483871
13112,13112081007,1,0,841,0.985932004689332
13112,13112081007,1,1,12,0.0140679953106682
13112,13112081008,1,0,889,0.985587583148559
13112,13112081008,1,1,13,0.0144124168514412
13112,13112081008,2,0,2,1
13112,13112081009,1,0,1103,0.981316725978648
13112,13112081009,1,1,21,0.0186832740213523
13112,13112081009,2,0,4,1
13112,13112991999,1,0,329,1
13112,13112991999,2,0,40,1
13113,13113011001,1,0,671,0.965467625899281
13113,13113011001,1,1,24,0.0345323741007194
13113,13113011001,2,0,77,0.987179487179487
13113,13113011001,2,1,1,0.0128205128205128
13113,13113011002,1,0,672,0.949152542372881
13113,13113011002,1,1,36,0.0508474576271187
13113,13113011002,2,0,1,1
13113,13113011003,1,0,1089,0.972321428571428
13113,13113011003,1,1,31,0.0276785714285714
13113,13113011004,1,0,948,0.96734693877551
13113,13113011004,1,1,32,0.0326530612244898
13113,13113011004,2,0,383,0.974554707379135
13113,13113011004,2,1,10,0.0254452926208651
13113,13113021001,1,0,532,0.956834532374101
13113,13113021001,1,1,24,0.0431654676258993
13113,13113021001,2,0,176,0.871287128712871
13113,13113021001,2,1,26,0.128712871287129
13113,13113021002,1,0,494,0.923364485981308
13113,13113021002,1,1,41,0.0766355140186916
13113,13113021002,2,0,329,0.976261127596439
13113,13113021002,2,1,8,0.0237388724035608
13113,13113021003,1,0,522,0.96309963099631
13113,13113021003,1,1,20,0.03690036900369
13113,13113021003,2,0,243,0.964285714285714
13113,13113021003,2,1,9,0.0357142857142857
13113,13113031001,1,0,869,0.96234772978959
13113,13113031001,1,1,34,0.0376522702104097
13113,13113031001,2,0,483,0.964071856287425
13113,13113031001,2,1,18,0.0359281437125749
13113,13113031002,1,0,736,0.964613368283093
13113,13113031002,1,1,27,0.0353866317169069
13113,13113031002,2,0,13,0.928571428571429
13113,13113031002,2,1,1,0.0714285714285714
13113,13113031003,1,0,1208,0.961783439490446
13113,13113031003,1,1,48,0.0382165605095541
13113,13113031003,2,0,333,0.959654178674351
13113,13113031003,2,1,14,0.0403458213256484
13113,13113031004,1,0,557,0.955403087478559
13113,13113031004,1,1,26,0.0445969125214408
13113,13113031004,2,0,296,0.970491803278689
13113,13113031004,2,1,9,0.0295081967213115
13113,13113041001,1,0,779,0.981108312342569
13113,13113041001,1,1,15,0.0188916876574307
13113,13113041001,2,0,2,1
13113,13113041002,1,0,798,0.976744186046512
13113,13113041002,1,1,19,0.0232558139534884
13113,13113041002,2,0,7,0.875
13113,13113041002,2,1,1,0.125
13113,13113041003,1,0,551,0.941880341880342
13113,13113041003,1,1,34,0.0581196581196581
13113,13113041003,2,0,454,0.976344086021505
13113,13113041003,2,1,11,0.0236559139784946
13113,13113041004,1,0,514,0.980916030534351
13113,13113041004,1,1,10,0.0190839694656489
13113,13113041004,2,0,638,0.987616099071207
13113,13113041004,2,1,8,0.0123839009287926
13113,13113051001,1,0,905,0.978378378378378
13113,13113051001,1,1,20,0.0216216216216216
13113,13113051001,2,0,59,0.921875
13113,13113051001,2,1,5,0.078125
13113,13113051002,1,0,1119,0.979859894921191
13113,13113051002,1,1,23,0.0201401050788091
13113,13113051002,2,0,93,0.96875
13113,13113051002,2,1,3,0.03125
13113,13113051003,1,0,965,0.980691056910569
13113,13113051003,1,1,19,0.0193089430894309
13113,13113051003,2,0,14,1
13113,13113051004,1,0,981,0.98001998001998
13113,13113051004,1,1,20,0.01998001998002
13113,13113061001,1,0,1478,0.952933591231464
13113,13113061001,1,1,73,0.0470664087685364
13113,13113061001,2,0,53,0.981481481481481
13113,13113061001,2,1,1,0.0185185185185185
13113,13113061002,1,0,1228,0.955642023346303
13113,13113061002,1,1,57,0.0443579766536965
13113,13113061002,2,0,86,0.988505747126437
13113,13113061002,2,1,1,0.0114942528735632
13113,13113061003,1,0,243,0.837931034482759
13113,13113061003,1,1,47,0.162068965517241
13113,13113071001,1,0,1048,0.977611940298507
13113,13113071001,1,1,24,0.0223880597014925
13113,13113071001,2,0,352,0.972375690607735
13113,13113071001,2,1,10,0.0276243093922652
13113,13113071002,1,0,1495,0.988103106411104
13113,13113071002,1,1,18,0.0118968935888962
13113,13113071002,2,0,7,1
13113,13113071003,1,0,1257,0.985109717868339
13113,13113071003,1,1,19,0.0148902821316614
13113,13113071003,2,0,1,1
13113,13113071004,1,0,181,0.973118279569892
13113,13113071004,1,1,5,0.0268817204301075
13113,13113071004,2,0,244,0.968253968253968
13113,13113071004,2,1,8,0.0317460317460317
13113,13113071005,1,0,954,0.986556359875905
13113,13113071005,1,1,13,0.0134436401240951
13113,13113071005,2,0,302,0.949685534591195
13113,13113071005,2,1,16,0.050314465408805
13113,13113071006,1,0,1032,0.992307692307692
13113,13113071006,1,1,8,0.00769230769230769
13113,13113071006,2,0,21,1
13113,13113991999,1,0,25,1
13113,13113991999,2,0,2,1
13114,13114011001,1,0,103,0.83739837398374
13114,13114011001,1,1,20,0.16260162601626
13114,13114011001,2,0,1893,0.938522558254834
13114,13114011001,2,1,124,0.0614774417451661
13114,13114011002,1,0,196,0.95609756097561
13114,13114011002,1,1,9,0.0439024390243902
13114,13114011002,2,0,1370,0.97647897362794
13114,13114011002,2,1,33,0.0235210263720599
13114,13114011003,1,0,11,0.44
13114,13114011003,1,1,14,0.56
13114,13114011003,2,0,1320,0.962099125364432
13114,13114011003,2,1,52,0.0379008746355685
13114,13114011004,1,0,72,0.847058823529412
13114,13114011004,1,1,13,0.152941176470588
13114,13114011004,2,0,610,0.969793322734499
13114,13114011004,2,1,19,0.0302066772655008
13114,13114011005,1,0,20,0.689655172413793
13114,13114011005,1,1,9,0.310344827586207
13114,13114011005,2,0,988,0.968627450980392
13114,13114011005,2,1,32,0.0313725490196078
13114,13114011006,1,0,58,0.878787878787879
13114,13114011006,1,1,8,0.121212121212121
13114,13114011006,2,0,803,0.968636911942099
13114,13114011006,2,1,26,0.0313630880579011
13114,13114011007,1,0,41,0.82
13114,13114011007,1,1,9,0.18
13114,13114011007,2,0,1486,0.944691671964399
13114,13114011007,2,1,87,0.0553083280356008
13114,13114011008,1,0,16,0.888888888888889
13114,13114011008,1,1,2,0.111111111111111
13114,13114011008,2,0,1306,0.981217129977461
13114,13114011008,2,1,25,0.0187828700225394
13114,13114011009,1,0,8,0.363636363636364
13114,13114011009,1,1,14,0.636363636363636
13114,13114011009,2,0,1281,0.945387453874539
13114,13114011009,2,1,74,0.0546125461254613
13114,13114021001,1,0,240,0.956175298804781
13114,13114021001,1,1,11,0.0438247011952191
13114,13114021001,2,0,1239,0.973291437549097
13114,13114021001,2,1,34,0.0267085624509034
13114,13114021002,1,0,358,0.952127659574468
13114,13114021002,1,1,18,0.0478723404255319
13114,13114021002,2,0,1577,0.968673218673219
13114,13114021002,2,1,51,0.0313267813267813
13114,13114021003,1,0,345,0.932432432432432
13114,13114021003,1,1,25,0.0675675675675676
13114,13114021003,2,0,689,0.787428571428572
13114,13114021003,2,1,186,0.212571428571429
13114,13114021004,1,0,351,0.909326424870466
13114,13114021004,1,1,35,0.0906735751295337
13114,13114021004,2,0,1181,0.958603896103896
13114,13114021004,2,1,51,0.0413961038961039
13114,13114031001,1,0,613,0.968404423380727
13114,13114031001,1,1,20,0.0315955766192733
13114,13114031001,2,0,734,0.953246753246753
13114,13114031001,2,1,36,0.0467532467532468
13114,13114031002,1,0,749,0.950507614213198
13114,13114031002,1,1,39,0.049492385786802
13114,13114031002,2,0,167,0.988165680473373
13114,13114031002,2,1,2,0.0118343195266272
13114,13114031003,1,0,503,0.96360153256705
13114,13114031003,1,1,19,0.0363984674329502
13114,13114031003,2,0,1082,0.788055353241078
13114,13114031003,2,1,291,0.211944646758922
13114,13114031004,1,0,23,0.821428571428571
13114,13114031004,1,1,5,0.178571428571429
13114,13114031004,2,0,1261,0.98515625
13114,13114031004,2,1,19,0.01484375
13114,13114031005,1,0,31,0.81578947368421
13114,13114031005,1,1,7,0.184210526315789
13114,13114031005,2,0,1243,0.983386075949367
13114,13114031005,2,1,21,0.0166139240506329
13114,13114031006,1,0,46,0.638888888888889
13114,13114031006,1,1,26,0.361111111111111
13114,13114031006,2,0,1399,0.940188172043011
13114,13114031006,2,1,89,0.0598118279569893
13114,13114031007,1,0,99,0.825
13114,13114031007,1,1,21,0.175
13114,13114031007,2,0,1087,0.964507542147294
13114,13114031007,2,1,40,0.0354924578527063
13114,13114041001,1,0,704,0.93368700265252
13114,13114041001,1,1,50,0.0663129973474801
13114,13114041001,2,0,1043,0.962177121771218
13114,13114041001,2,1,41,0.0378228782287823
13114,13114041002,1,0,1096,0.970770593445527
13114,13114041002,1,1,33,0.029229406554473
13114,13114041002,2,0,360,0.970350404312669
13114,13114041002,2,1,11,0.0296495956873315
13114,13114041003,1,0,594,0.929577464788732
13114,13114041003,1,1,45,0.0704225352112676
13114,13114041003,2,0,1304,0.92943692088382
13114,13114041003,2,1,99,0.0705630791161796
13114,13114051001,1,0,523,0.938958707360862
13114,13114051001,1,1,34,0.0610412926391382
13114,13114051001,2,0,976,0.936660268714012
13114,13114051001,2,1,66,0.0633397312859885
13114,13114051002,1,0,254,0.93040293040293
13114,13114051002,1,1,19,0.0695970695970696
13114,13114051002,2,0,1402,0.974965229485396
13114,13114051002,2,1,36,0.0250347705146036
13114,13114051003,1,0,197,0.933649289099526
13114,13114051003,1,1,14,0.0663507109004739
13114,13114051003,2,0,1109,0.97280701754386
13114,13114051003,2,1,31,0.0271929824561404
13114,13114051004,1,0,625,0.961538461538461
13114,13114051004,1,1,25,0.0384615384615385
13114,13114051004,2,0,407,0.948717948717949
13114,13114051004,2,1,22,0.0512820512820513
13114,13114061001,1,0,858,0.972789115646258
13114,13114061001,1,1,24,0.0272108843537415
13114,13114061001,2,0,433,0.903966597077244
13114,13114061001,2,1,46,0.0960334029227557
13114,13114061002,1,0,960,0.97165991902834
13114,13114061002,1,1,28,0.0283400809716599
13114,13114061002,2,0,5,1
13114,13114071001,1,0,1431,0.991683991683992
13114,13114071001,1,1,12,0.00831600831600832
13114,13114071001,2,0,4,1
13114,13114071002,1,0,1024,0.971537001897533
13114,13114071002,1,1,30,0.0284629981024668
13114,13114071002,2,0,1,1
13114,13114071003,1,0,563,0.979130434782609
13114,13114071003,1,1,12,0.0208695652173913
13114,13114071003,2,0,810,0.972388955582233
13114,13114071003,2,1,23,0.0276110444177671
13114,13114071004,1,0,1230,0.983213429256595
13114,13114071004,1,1,21,0.0167865707434053
13114,13114071004,2,0,426,0.981566820276498
13114,13114071004,2,1,8,0.0184331797235023
13114,13114081001,1,0,906,0.978401727861771
13114,13114081001,1,1,20,0.0215982721382289
13114,13114081001,2,0,209,0.967592592592593
13114,13114081001,2,1,7,0.0324074074074074
13114,13114081002,1,0,839,0.962155963302752
13114,13114081002,1,1,33,0.0378440366972477
13114,13114081002,2,0,532,0.977941176470588
13114,13114081002,2,1,12,0.0220588235294118
13114,13114081003,1,0,620,0.964230171073095
13114,13114081003,1,1,23,0.0357698289269051
13114,13114081003,2,0,819,0.982014388489209
13114,13114081003,2,1,15,0.0179856115107914
13114,13114081004,1,0,516,0.979127134724858
13114,13114081004,1,1,11,0.0208728652751423
13114,13114081004,2,0,984,0.984984984984985
13114,13114081004,2,1,15,0.015015015015015
13114,13114081005,1,0,490,0.972222222222222
13114,13114081005,1,1,14,0.0277777777777778
13114,13114081005,2,0,612,0.974522292993631
13114,13114081005,2,1,16,0.0254777070063694
13114,13114091001,1,0,98,0.924528301886792
13114,13114091001,1,1,8,0.0754716981132076
13114,13114091001,2,0,1503,0.914790018259282
13114,13114091001,2,1,140,0.0852099817407182
13114,13114091002,1,0,888,0.967320261437908
13114,13114091002,1,1,30,0.0326797385620915
13114,13114091002,2,0,459,0.95625
13114,13114091002,2,1,21,0.04375
13114,13114091003,1,0,922,0.966457023060797
13114,13114091003,1,1,32,0.0335429769392034
13114,13114091003,2,0,384,0.977099236641221
13114,13114091003,2,1,9,0.0229007633587786
13114,13114091004,1,0,37,0.711538461538462
13114,13114091004,1,1,15,0.288461538461538
13114,13114091004,2,0,1546,0.850853054485416
13114,13114091004,2,1,271,0.149146945514585
13114,13114101001,1,0,75,0.789473684210526
13114,13114101001,1,1,20,0.210526315789474
13114,13114101001,2,0,1566,0.924985233313645
13114,13114101001,2,1,127,0.0750147666863556
13114,13114101002,1,0,427,0.948888888888889
13114,13114101002,1,1,23,0.0511111111111111
13114,13114101002,2,0,960,0.955223880597015
13114,13114101002,2,1,45,0.0447761194029851
13114,13114101003,1,0,39,0.928571428571429
13114,13114101003,1,1,3,0.0714285714285714
13114,13114101003,2,0,1555,0.970056144728634
13114,13114101003,2,1,48,0.0299438552713662
13114,13114101004,1,0,743,0.961190168175938
13114,13114101004,1,1,30,0.0388098318240621
13114,13114101004,2,0,764,0.929440389294404
13114,13114101004,2,1,58,0.0705596107055961
13114,13114101005,1,0,838,0.936312849162011
13114,13114101005,1,1,57,0.0636871508379888
13114,13114101005,2,0,840,0.874089490114464
13114,13114101005,2,1,121,0.125910509885536
13114,13114111001,1,0,123,0.848275862068966
13114,13114111001,1,1,22,0.151724137931034
13114,13114111001,2,0,1442,0.972353337828726
13114,13114111001,2,1,41,0.0276466621712744
13114,13114111002,1,0,380,0.95
13114,13114111002,1,1,20,0.05
13114,13114111002,2,0,1103,0.977836879432624
13114,13114111002,2,1,25,0.0221631205673759
13114,13114111003,1,0,392,0.944578313253012
13114,13114111003,1,1,23,0.055421686746988
13114,13114111003,2,0,1210,0.984540276647681
13114,13114111003,2,1,19,0.015459723352319
13114,13114111004,1,0,188,0.87037037037037
13114,13114111004,1,1,28,0.12962962962963
13114,13114111004,2,0,1553,0.968808484092327
13114,13114111004,2,1,50,0.0311915159076731
13114,13114111005,1,0,239,0.940944881889764
13114,13114111005,1,1,15,0.0590551181102362
13114,13114111005,2,0,881,0.970264317180617
13114,13114111005,2,1,27,0.0297356828193833
13114,13114111006,1,0,148,0.902439024390244
13114,13114111006,1,1,16,0.0975609756097561
13114,13114111006,2,0,1473,0.947876447876448
13114,13114111006,2,1,81,0.0521235521235521
13114,13114111007,1,0,18,0.620689655172414
13114,13114111007,1,1,11,0.379310344827586
13114,13114111007,2,0,1348,0.947294448348559
13114,13114111007,2,1,75,0.0527055516514406
13114,13114121001,1,0,547,0.954624781849913
13114,13114121001,1,1,26,0.0453752181500873
13114,13114121001,2,0,552,0.971830985915493
13114,13114121001,2,1,16,0.028169014084507
13114,13114121002,1,0,266,0.946619217081851
13114,13114121002,1,1,15,0.0533807829181495
13114,13114121002,2,0,1267,0.982932505818464
13114,13114121002,2,1,22,0.0170674941815361
13114,13114121003,1,0,117,0.835714285714286
13114,13114121003,1,1,23,0.164285714285714
13114,13114121003,2,0,1222,0.973705179282869
13114,13114121003,2,1,33,0.0262948207171315
13114,13114121004,1,0,99,0.933962264150943
13114,13114121004,1,1,7,0.0660377358490566
13114,13114121004,2,0,910,0.967056323060574
13114,13114121004,2,1,31,0.0329436769394261
13114,13114121005,1,0,388,0.919431279620853
13114,13114121005,1,1,34,0.0805687203791469
13114,13114121005,2,0,994,0.967867575462512
13114,13114121005,2,1,33,0.0321324245374878
13114,13114121006,1,0,220,0.952380952380952
13114,13114121006,1,1,11,0.0476190476190476
13114,13114121006,2,0,881,0.974557522123894
13114,13114121006,2,1,23,0.0254424778761062
13114,13114121007,1,0,97,0.850877192982456
13114,13114121007,1,1,17,0.149122807017544
13114,13114121007,2,0,1340,0.977388767323122
13114,13114121007,2,1,31,0.0226112326768782
13114,13114131001,1,0,97,0.915094339622642
13114,13114131001,1,1,9,0.0849056603773585
13114,13114131001,2,0,980,0.927152317880795
13114,13114131001,2,1,77,0.0728476821192053
13114,13114131002,1,0,22,0.709677419354839
13114,13114131002,1,1,9,0.290322580645161
13114,13114131002,2,0,1099,0.940119760479042
13114,13114131002,2,1,70,0.0598802395209581
13114,13114131003,1,0,25,0.431034482758621
13114,13114131003,1,1,33,0.568965517241379
13114,13114131003,2,0,1192,0.900302114803625
13114,13114131003,2,1,132,0.0996978851963746
13114,13114131004,1,0,39,0.78
13114,13114131004,1,1,11,0.22
13114,13114131004,2,0,1469,0.935073201782304
13114,13114131004,2,1,102,0.0649267982176957
13114,13114131005,1,0,36,0.765957446808511
13114,13114131005,1,1,11,0.234042553191489
13114,13114131005,2,0,1461,0.949317738791423
13114,13114131005,2,1,78,0.050682261208577
13114,13114131006,1,0,112,0.957264957264957
13114,13114131006,1,1,5,0.0427350427350427
13114,13114131006,2,0,1458,0.968127490039841
13114,13114131006,2,1,48,0.0318725099601594
13114,13114131007,1,0,59,0.808219178082192
13114,13114131007,1,1,14,0.191780821917808
13114,13114131007,2,0,1377,0.960251046025105
13114,13114131007,2,1,57,0.0397489539748954
13114,13114131008,1,0,44,0.758620689655172
13114,13114131008,1,1,14,0.241379310344828
13114,13114131008,2,0,1382,0.936949152542373
13114,13114131008,2,1,93,0.0630508474576271
13114,13114131009,1,0,156,0.712328767123288
13114,13114131009,1,1,63,0.287671232876712
13114,13114131009,2,0,1205,0.914958238420653
13114,13114131009,2,1,112,0.085041761579347
13114,13114131010,1,0,10,0.666666666666667
13114,13114131010,1,1,5,0.333333333333333
13114,13114131010,2,0,1237,0.937121212121212
13114,13114131010,2,1,83,0.0628787878787879
13114,13114141001,1,0,648,0.974436090225564
13114,13114141001,1,1,17,0.0255639097744361
13114,13114141001,2,0,1039,0.981114258734655
13114,13114141001,2,1,20,0.0188857412653447
13114,13114141002,1,0,741,0.993297587131367
13114,13114141002,1,1,5,0.00670241286863271
13114,13114141002,2,0,323,0.993846153846154
13114,13114141002,2,1,2,0.00615384615384615
13114,13114141003,1,0,428,0.9749430523918
13114,13114141003,1,1,11,0.0250569476082005
13114,13114141003,2,0,1349,0.986111111111111
13114,13114141003,2,1,19,0.0138888888888889
13114,13114141004,1,0,882,0.996610169491525
13114,13114141004,1,1,3,0.00338983050847458
13114,13114141004,2,0,1,1
13114,13114151001,1,0,1622,0.984820886460231
13114,13114151001,1,1,25,0.0151791135397693
13114,13114151001,2,0,36,1
13114,13114151002,1,0,921,0.972544878563886
13114,13114151002,1,1,26,0.027455121436114
13114,13114151002,2,0,355,0.959459459459459
13114,13114151002,2,1,15,0.0405405405405405
13114,13114151003,1,0,939,0.976091476091476
13114,13114151003,1,1,23,0.0239085239085239
13114,13114151003,2,0,177,0.983333333333333
13114,13114151003,2,1,3,0.0166666666666667
13114,13114161001,1,0,1052,0.95985401459854
13114,13114161001,1,1,44,0.0401459854014599
13114,13114161001,2,0,126,0.940298507462687
13114,13114161001,2,1,8,0.0597014925373134
13114,13114161002,1,0,475,0.965447154471545
13114,13114161002,1,1,17,0.0345528455284553
13114,13114161002,2,0,38,0.904761904761905
13114,13114161002,2,1,4,0.0952380952380952
13114,13114161003,1,0,1003,0.970958373668925
13114,13114161003,1,1,30,0.0290416263310745
13114,13114161003,2,0,43,0.934782608695652
13114,13114161003,2,1,3,0.0652173913043478
13114,13114161004,1,0,711,0.953083109919571
13114,13114161004,1,1,35,0.046916890080429
13114,13114161004,2,0,798,0.933333333333333
13114,13114161004,2,1,57,0.0666666666666667
13114,13114991999,1,0,47,1
13114,13114991999,2,0,78,0.962962962962963
13114,13114991999,2,1,3,0.037037037037037
13115,13115011001,1,0,1055,0.959090909090909
13115,13115011001,1,1,45,0.0409090909090909
13115,13115011001,2,0,128,0.907801418439716
13115,13115011001,2,1,13,0.0921985815602837
13115,13115011002,1,0,407,0.980722891566265
13115,13115011002,1,1,8,0.0192771084337349
13115,13115011002,2,0,915,0.938461538461539
13115,13115011002,2,1,60,0.0615384615384615
13115,13115011003,1,0,270,0.784883720930233
13115,13115011003,1,1,74,0.215116279069767
13115,13115011003,2,0,647,0.714917127071823
13115,13115011003,2,1,258,0.285082872928177
13115,13115011004,1,0,855,0.844027640671273
13115,13115011004,1,1,158,0.155972359328727
13115,13115011004,2,0,684,0.745910577971647
13115,13115011004,2,1,233,0.254089422028353
13115,13115011005,1,0,575,0.925925925925926
13115,13115011005,1,1,46,0.0740740740740741
13115,13115011006,1,0,1077,0.956483126110124
13115,13115011006,1,1,49,0.0435168738898757
13115,13115011006,2,0,58,0.920634920634921
13115,13115011006,2,1,5,0.0793650793650794
13115,13115011007,1,0,1093,0.975892857142857
13115,13115011007,1,1,27,0.0241071428571429
13115,13115011008,1,0,1348,0.958066808813077
13115,13115011008,1,1,59,0.0419331911869225
