comuna,geocodigo,p01,vacante,cuenta,prop
13101,13101131006,1,1,4,0.0470588235294118
13101,13101131006,2,0,1121,0.966379310344828
13101,13101131006,2,1,39,0.0336206896551724
13101,13101131007,1,0,81,0.692307692307692
13101,13101131007,1,1,36,0.307692307692308
13101,13101131007,2,0,1546,0.904622586307782
13101,13101131007,2,1,163,0.0953774136922177
13101,13101131008,1,0,44,1
13101,13101131008,2,0,1602,0.982219497240956
13101,13101131008,2,1,29,0.0177805027590435
13101,13101131009,1,0,47,0.903846153846154
13101,13101131009,1,1,5,0.0961538461538462
13101,13101131009,2,0,1838,0.966859547606523
13101,13101131009,2,1,63,0.0331404523934771
13101,13101141001,1,0,475,0.929549902152642
13101,13101141001,1,1,36,0.0704500978473581
13101,13101141001,2,0,924,0.96551724137931
13101,13101141001,2,1,33,0.0344827586206897
13101,13101141002,1,0,251,0.833887043189369
13101,13101141002,1,1,50,0.166112956810631
13101,13101141002,2,0,1213,0.624613800205973
13101,13101141002,2,1,729,0.375386199794027
13101,13101141003,1,0,124,0.861111111111111
13101,13101141003,1,1,20,0.138888888888889
13101,13101141003,2,0,1971,0.980597014925373
13101,13101141003,2,1,39,0.0194029850746269
13101,13101151001,1,0,446,0.917695473251029
13101,13101151001,1,1,40,0.0823045267489712
13101,13101151001,2,0,1160,0.925778132482043
13101,13101151001,2,1,93,0.0742218675179569
13101,13101151002,1,0,185,0.825892857142857
13101,13101151002,1,1,39,0.174107142857143
13101,13101151002,2,0,1481,0.94031746031746
13101,13101151002,2,1,94,0.0596825396825397
13101,13101151003,1,0,347,0.950684931506849
13101,13101151003,1,1,18,0.0493150684931507
13101,13101151003,2,0,1142,0.966977138018628
13101,13101151003,2,1,39,0.0330228619813717
13101,13101151004,1,0,307,0.927492447129909
13101,13101151004,1,1,24,0.0725075528700906
13101,13101151004,2,0,411,0.962529274004684
13101,13101151004,2,1,16,0.0374707259953162
13101,13101161001,1,0,124,0.911764705882353
13101,13101161001,1,1,12,0.0882352941176471
13101,13101161001,2,0,1458,0.985135135135135
13101,13101161001,2,1,22,0.0148648648648649
13101,13101161002,1,0,979,0.922714420358153
13101,13101161002,1,1,82,0.0772855796418473
13101,13101161002,2,0,1098,0.975133214920071
13101,13101161002,2,1,28,0.024866785079929
13101,13101161003,1,0,190,0.964467005076142
13101,13101161003,1,1,7,0.0355329949238579
13101,13101161003,2,0,2149,0.962382445141066
13101,13101161003,2,1,84,0.0376175548589342
13101,13101171001,1,0,1086,0.933791917454858
13101,13101171001,1,1,77,0.0662080825451419
13101,13101171001,2,0,455,0.625
13101,13101171001,2,1,273,0.375
13101,13101171002,1,0,457,0.95010395010395
13101,13101171002,1,1,24,0.0498960498960499
13101,13101171002,2,0,817,0.98910411622276
13101,13101171002,2,1,9,0.0108958837772397
13101,13101171003,1,0,710,0.935441370223979
13101,13101171003,1,1,49,0.0645586297760211
13101,13101171003,2,0,16,1
13101,13101181001,1,0,494,0.926829268292683
13101,13101181001,1,1,39,0.0731707317073171
13101,13101181001,2,0,976,0.984863773965691
13101,13101181001,2,1,15,0.0151362260343088
13101,13101181002,1,0,594,0.932496075353218
13101,13101181002,1,1,43,0.0675039246467818
13101,13101181002,2,0,448,0.945147679324895
13101,13101181002,2,1,26,0.0548523206751055
13101,13101191001,1,0,570,0.906200317965024
13101,13101191001,1,1,59,0.0937996820349762
13101,13101191001,2,0,1246,0.883687943262411
13101,13101191001,2,1,164,0.116312056737589
13101,13101191002,1,0,606,0.94392523364486
13101,13101191002,1,1,36,0.0560747663551402
13101,13101191002,2,0,1156,0.982158028887001
13101,13101191002,2,1,21,0.0178419711129991
13101,13101191003,1,0,211,0.941964285714286
13101,13101191003,1,1,13,0.0580357142857143
13101,13101191003,2,0,1750,0.975473801560758
13101,13101191003,2,1,44,0.0245261984392419
13101,13101201001,1,0,593,0.920807453416149
13101,13101201001,1,1,51,0.0791925465838509
13101,13101201001,2,0,475,0.955734406438632
13101,13101201001,2,1,22,0.0442655935613682
13101,13101201002,1,0,516,0.931407942238267
13101,13101201002,1,1,38,0.0685920577617329
13101,13101201002,2,0,15,1
13101,13101201003,1,0,737,0.998644986449865
13101,13101201003,1,1,1,0.0013550135501355
13101,13101201003,2,0,22,1
13101,13101211001,1,0,935,0.949238578680203
13101,13101211001,1,1,50,0.050761421319797
13101,13101211001,2,0,339,0.982608695652174
13101,13101211001,2,1,6,0.0173913043478261
13101,13101211002,1,0,265,0.892255892255892
13101,13101211002,1,1,32,0.107744107744108
13101,13101211002,2,0,899,0.977173913043478
13101,13101211002,2,1,21,0.0228260869565217
13101,13101221001,1,0,134,0.950354609929078
13101,13101221001,1,1,7,0.049645390070922
13101,13101221001,2,0,541,0.969534050179212
13101,13101221001,2,1,17,0.0304659498207885
13101,13101231001,1,0,510,0.940959409594096
13101,13101231001,1,1,32,0.0590405904059041
13101,13101231001,2,0,833,0.983471074380165
13101,13101231001,2,1,14,0.0165289256198347
13101,13101241001,1,0,885,0.965103598691385
13101,13101241001,1,1,32,0.0348964013086151
13101,13101241001,2,0,183,0.938461538461539
13101,13101241001,2,1,12,0.0615384615384615
13101,13101241002,1,0,870,0.944625407166124
13101,13101241002,1,1,51,0.0553745928338762
13101,13101241002,2,0,578,0.969798657718121
13101,13101241002,2,1,18,0.0302013422818792
13101,13101251001,1,0,1147,0.927243330638642
13101,13101251001,1,1,90,0.0727566693613581
13101,13101251001,2,0,44,0.977777777777778
13101,13101251001,2,1,1,0.0222222222222222
13101,13101261001,1,0,354,0.893939393939394
13101,13101261001,1,1,42,0.106060606060606
13101,13101261001,2,0,635,0.95059880239521
13101,13101261001,2,1,33,0.0494011976047904
13101,13101271001,1,0,311,0.962848297213622
13101,13101271001,1,1,12,0.0371517027863777
13101,13101271001,2,0,1147,0.974511469838573
13101,13101271001,2,1,30,0.0254885301614274
13101,13101271002,1,0,224,0.868217054263566
13101,13101271002,1,1,34,0.131782945736434
13101,13101271002,2,0,1283,0.963936889556724
13101,13101271002,2,1,48,0.0360631104432757
13101,13101271003,1,0,275,0.898692810457516
13101,13101271003,1,1,31,0.101307189542484
13101,13101271003,2,0,1150,0.96234309623431
13101,13101271003,2,1,45,0.0376569037656904
13101,13101271004,1,0,493,0.891500904159132
13101,13101271004,1,1,60,0.108499095840868
13101,13101271004,2,0,954,0.81053525913339
13101,13101271004,2,1,223,0.18946474086661
13101,13101281001,1,0,28,0.823529411764706
13101,13101281001,1,1,6,0.176470588235294
13101,13101281001,2,0,566,0.943333333333333
13101,13101281001,2,1,34,0.0566666666666667
13101,13101281002,1,0,88,0.830188679245283
13101,13101281002,1,1,18,0.169811320754717
13101,13101281002,2,0,1235,0.829415715245131
13101,13101281002,2,1,254,0.170584284754869
13101,13101281003,1,0,126,0.812903225806452
13101,13101281003,1,1,29,0.187096774193548
13101,13101281003,2,0,1540,0.970996216897856
13101,13101281003,2,1,46,0.0290037831021438
13101,13101281004,1,0,39,0.68421052631579
13101,13101281004,1,1,18,0.315789473684211
13101,13101281004,2,0,899,0.845719661335842
13101,13101281004,2,1,164,0.154280338664158
13101,13101281005,1,0,164,0.916201117318436
13101,13101281005,1,1,15,0.0837988826815642
13101,13101281005,2,0,1388,0.981612446958982
13101,13101281005,2,1,26,0.0183875530410184
13101,13101281006,1,0,31,0.63265306122449
13101,13101281006,1,1,18,0.36734693877551
13101,13101281006,2,0,1332,0.977973568281938
13101,13101281006,2,1,30,0.0220264317180617
13101,13101291001,1,0,114,0.926829268292683
13101,13101291001,1,1,9,0.0731707317073171
13101,13101291001,2,0,140,0.99290780141844
13101,13101291001,2,1,1,0.00709219858156028
13101,13101991999,1,0,170,0.988372093023256
13101,13101991999,1,1,2,0.0116279069767442
13101,13101991999,2,0,174,0.988636363636364
13101,13101991999,2,1,2,0.0113636363636364
13102,13102011001,1,0,829,0.955069124423963
13102,13102011001,1,1,39,0.0449308755760369
13102,13102011001,2,0,1,0.25
13102,13102011001,2,1,3,0.75
13102,13102011002,1,0,808,0.972322503008424
13102,13102011002,1,1,23,0.0276774969915764
13102,13102011002,2,0,13,0.928571428571429
13102,13102011002,2,1,1,0.0714285714285714
13102,13102011003,1,0,1113,0.986702127659574
13102,13102011003,1,1,15,0.0132978723404255
13102,13102011003,2,0,234,0.921259842519685
13102,13102011003,2,1,20,0.078740157480315
13102,13102011004,1,0,1640,0.981448234590066
13102,13102011004,1,1,31,0.0185517654099342
13102,13102011004,2,0,1,1
13102,13102021001,1,0,337,0.982507288629738
13102,13102021001,1,1,6,0.0174927113702624
13102,13102021001,2,0,651,0.965875370919881
13102,13102021001,2,1,23,0.0341246290801187
13102,13102021002,1,0,957,0.98659793814433
13102,13102021002,1,1,13,0.0134020618556701
13102,13102021002,2,0,272,0.985507246376812
13102,13102021002,2,1,4,0.0144927536231884
13102,13102021003,1,0,661,0.980712166172107
13102,13102021003,1,1,13,0.0192878338278932
13102,13102021003,2,0,1,1
13102,13102021004,1,0,357,0.975409836065574
13102,13102021004,1,1,9,0.0245901639344262
13102,13102021004,2,0,491,0.968441814595661
13102,13102021004,2,1,16,0.0315581854043393
13102,13102031001,1,0,1335,0.988888888888889
13102,13102031001,1,1,15,0.0111111111111111
13102,13102031001,2,0,165,0.993975903614458
13102,13102031001,2,1,1,0.00602409638554217
13102,13102031002,1,0,1235,0.989583333333333
13102,13102031002,1,1,13,0.0104166666666667
13102,13102031002,2,0,12,1
13102,13102031003,1,0,1025,0.98747591522158
13102,13102031003,1,1,13,0.01252408477842
13102,13102031003,2,0,152,1
13102,13102031004,1,0,948,0.975308641975309
13102,13102031004,1,1,24,0.0246913580246914
13102,13102031004,2,0,4,1
13102,13102031005,1,0,1114,0.979771328056288
13102,13102031005,1,1,23,0.0202286719437115
13102,13102031006,1,0,782,0.988621997471555
13102,13102031006,1,1,9,0.011378002528445
13102,13102031006,2,0,63,0.969230769230769
13102,13102031006,2,1,2,0.0307692307692308
13102,13102031007,1,0,1100,0.983899821109123
13102,13102031007,1,1,18,0.0161001788908766
13102,13102041001,1,0,803,0.969806763285024
13102,13102041001,1,1,25,0.0301932367149758
13102,13102041001,2,0,343,0.963483146067416
13102,13102041001,2,1,13,0.0365168539325843
13102,13102041002,1,0,1500,0.97911227154047
13102,13102041002,1,1,32,0.02088772845953
13102,13102041002,2,0,10,1
13102,13102041003,1,0,915,0.994565217391304
13102,13102041003,1,1,5,0.00543478260869565
13102,13102041004,1,0,85,0.86734693877551
13102,13102041004,1,1,13,0.13265306122449
13102,13102041004,2,0,1067,0.984317343173432
13102,13102041004,2,1,17,0.0156826568265683
13102,13102041005,1,0,65,1
13102,13102041005,2,0,690,0.981507823613087
13102,13102041005,2,1,13,0.0184921763869132
13102,13102041006,1,0,50,0.909090909090909
13102,13102041006,1,1,5,0.0909090909090909
13102,13102041006,2,0,1365,0.989130434782609
13102,13102041006,2,1,15,0.0108695652173913
13102,13102991999,1,0,18,1
13102,13102991999,2,0,1,1
13103,13103011001,1,0,595,0.996649916247906
13103,13103011001,1,1,2,0.0033500837520938
13103,13103011001,2,0,19,0.904761904761905
13103,13103011001,2,1,2,0.0952380952380952
13103,13103011002,1,0,600,0.993377483443709
13103,13103011002,1,1,4,0.00662251655629139
13103,13103011002,2,0,1,1
13103,13103011003,1,0,906,0.988004362050164
13103,13103011003,1,1,11,0.0119956379498364
13103,13103011004,1,0,1041,0.98300283286119
13103,13103011004,1,1,18,0.0169971671388102
13103,13103011004,2,0,6,1
13103,13103011005,1,0,1201,0.990924092409241
13103,13103011005,1,1,11,0.00907590759075908
13103,13103011005,2,0,2,1
13103,13103011006,1,0,786,0.992424242424242
13103,13103011006,1,1,6,0.00757575757575758
13103,13103011006,2,0,103,0.944954128440367
13103,13103011006,2,1,6,0.055045871559633
13103,13103021001,1,0,1050,0.986842105263158
13103,13103021001,1,1,14,0.0131578947368421
13103,13103021001,2,0,295,1
13103,13103021002,1,0,714,1
13103,13103021003,1,0,460,0.985010706638116
13103,13103021003,1,1,7,0.0149892933618844
13103,13103021003,2,0,2,1
13103,13103021004,1,0,894,0.978118161925602
13103,13103021004,1,1,20,0.0218818380743982
13103,13103021004,2,0,1,1
13103,13103021005,1,0,1086,0.975741239892183
13103,13103021005,1,1,27,0.0242587601078167
13103,13103021005,2,0,6,1
13103,13103031001,1,0,958,0.98155737704918
13103,13103031001,1,1,18,0.0184426229508197
13103,13103031001,2,0,1,1
13103,13103031002,1,0,1037,0.982007575757576
13103,13103031002,1,1,19,0.0179924242424242
13103,13103031002,2,0,4,1
13103,13103031003,1,0,916,0.986006458557589
13103,13103031003,1,1,13,0.0139935414424112
13103,13103031003,2,0,2,1
13103,13103041001,1,0,801,0.97921760391198
13103,13103041001,1,1,17,0.0207823960880196
13103,13103041001,2,0,2,0.666666666666667
13103,13103041001,2,1,1,0.333333333333333
13103,13103041002,1,0,977,0.967326732673267
