id,geocodigo,codigo_comuna,p01,cuenta,prop,cuenta_emp,expansor,expansor2,theta,lambda
839573,13132021002,13132,2,69,0.0484550561797753,33,2.09090909090909,2.09090909090909,39.7750439367311,0.83384336882031
840078,13132021002,13132,2,69,0.0484550561797753,33,2.09090909090909,2.09090909090909,39.7750439367311,0.83384336882031
795185,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
795732,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
660671,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
665482,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
665483,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
665616,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
665618,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
816096,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
508586,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
570921,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
656564,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
794674,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
798787,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
809375,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
809377,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
827271,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
828213,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
828334,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
829485,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
829557,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
829761,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
829815,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
830034,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
830035,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
831472,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
832429,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
832546,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
832699,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
832762,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
833365,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
833615,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
834569,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
835434,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
837324,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
837945,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
838971,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
839764,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
1434640,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
1289197,13132011002,13132,2,73,0.098250336473755,39,1.87179487179487,1.87179487179487,42.0808435852373,0.92848692530494
683002,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
833769,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
627856,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
606682,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
606683,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
799837,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
664447,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
664448,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
665030,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
667717,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
669689,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
587075,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
667718,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
674708,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
674753,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
790326,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
791940,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
791941,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
801153,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
813406,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
813407,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
828410,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
819098,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
825042,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
825086,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
825852,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
826025,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
826026,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
826051,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
826052,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
826133,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
826216,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
826749,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
826897,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
