id,geocodigo,codigo_comuna,p01,cuenta,prop,cuenta_emp,expansor,expansor2,theta,lambda,latitud2,longitud2
834760,13106081003,13106,1,26,0.0324594257178527,1,26,26,0.893685051958433,1.05614183199662,-33.4707963,-70.720329
840122,13106141002,13106,1,20,0.0167926112510495,1,20,38,0.687450039968026,1.1852202747513,-33.4770447,-70.71598719
832879,13106031003,13106,1,4,0.0062402496099844,1,4,23,0.137490007993605,1.75825720309206,-33.4735666,-70.6890059
834365,13106101001,13106,1,14,0.0265151515151515,1,14,27,0.481215027977618,1.35024284943335,-33.46300341,-70.70416688
657927,13107011007,13107,1,38,0.0312243221035333,12,3.16666666666667,3.16666666666667,3.81659388646288,2.69900271985494,-33.3494719,-70.6823274
513233,13107011007,13107,1,38,0.0312243221035333,12,3.16666666666667,3.16666666666667,3.81659388646288,2.69900271985494,-33.3492841,-70.6791036
790488,13107011007,13107,1,38,0.0312243221035333,12,3.16666666666667,3.16666666666667,3.81659388646288,2.69900271985494,-33.3512669,-70.6771154
799013,13107011007,13107,1,38,0.0312243221035333,12,3.16666666666667,3.16666666666667,3.81659388646288,2.69900271985494,-33.3495712,-70.6818264
825488,13107011007,13107,1,38,0.0312243221035333,12,3.16666666666667,3.16666666666667,3.81659388646288,2.69900271985494,-33.35211,-70.67254
826929,13107011007,13107,1,38,0.0312243221035333,12,3.16666666666667,3.16666666666667,3.81659388646288,2.69900271985494,-33.3499815,-70.6815744
830140,13107011007,13107,1,38,0.0312243221035333,12,3.16666666666667,3.16666666666667,3.81659388646288,2.69900271985494,-33.349061,-70.681856
830162,13107011007,13107,1,38,0.0312243221035333,12,3.16666666666667,3.16666666666667,3.81659388646288,2.69900271985494,-33.3490612,-70.6818563
830998,13107011007,13107,1,38,0.0312243221035333,12,3.16666666666667,3.16666666666667,3.81659388646288,2.69900271985494,-33.34949,-70.6818558
830999,13107011007,13107,1,38,0.0312243221035333,12,3.16666666666667,3.16666666666667,3.81659388646288,2.69900271985494,-33.34949,-70.6818558
835069,13107011007,13107,1,38,0.0312243221035333,12,3.16666666666667,3.16666666666667,3.81659388646288,2.69900271985494,-33.352286,-70.6804435
836502,13107011007,13107,1,38,0.0312243221035333,12,3.16666666666667,3.16666666666667,3.81659388646288,2.69900271985494,-33.3524,-70.6708
618974,13107011008,13107,1,80,0.0423280423280423,9,8.88888888888889,20.8888888888889,8.03493449781659,1.10681488641856,-33.3513863,-70.6704224
801157,13107011008,13107,1,80,0.0423280423280423,9,8.88888888888889,8.88888888888889,8.03493449781659,1.10681488641856,-33.3448218,-70.6674943
813023,13107011008,13107,1,80,0.0423280423280423,9,8.88888888888889,8.88888888888889,8.03493449781659,1.10681488641856,-33.3557723,-70.6622402
820484,13107011008,13107,1,80,0.0423280423280423,9,8.88888888888889,8.88888888888889,8.03493449781659,1.10681488641856,-33.3478386,-70.6647108
825845,13107011008,13107,1,80,0.0423280423280423,9,8.88888888888889,8.88888888888889,8.03493449781659,1.10681488641856,-33.34923,-70.6659458
827108,13107011008,13107,1,80,0.0423280423280423,9,8.88888888888889,8.88888888888889,8.03493449781659,1.10681488641856,-33.3453661,-70.6641904
829141,13107011008,13107,1,80,0.0423280423280423,9,8.88888888888889,8.88888888888889,8.03493449781659,1.10681488641856,-33.35806161,-70.66325046
829852,13107011008,13107,1,80,0.0423280423280423,9,8.88888888888889,8.88888888888889,8.03493449781659,1.10681488641856,-33.347987,-70.670404
838509,13107011008,13107,1,80,0.0423280423280423,9,8.88888888888889,8.88888888888889,8.03493449781659,1.10681488641856,-33.3482632,-70.6662601
832226,13107011004,13107,1,122,0.0773620798985415,2,61,61,12.2532751091703,0.226359143327842,-33.354022,-70.6852266
837533,13107011004,13107,1,122,0.0773620798985415,2,61,61,12.2532751091703,0.226359143327842,-33.3540661,-70.683565
655573,13107011003,13107,1,37,0.0244385733157199,13,2.84615384615385,2.84615384615385,3.71615720524018,2.96851851851852,-33.3625251,-70.6677397
825556,13107011003,13107,1,37,0.0244385733157199,13,2.84615384615385,2.84615384615385,3.71615720524018,2.96851851851852,-33.3566831,-70.6680166
827195,13107011003,13107,1,37,0.0244385733157199,13,2.84615384615385,2.84615384615385,3.71615720524018,2.96851851851852,-33.354441,-70.6664208
830084,13107011003,13107,1,37,0.0244385733157199,13,2.84615384615385,2.84615384615385,3.71615720524018,2.96851851851852,-33.3649646,-70.6705247
830759,13107011003,13107,1,37,0.0244385733157199,13,2.84615384615385,2.84615384615385,3.71615720524018,2.96851851851852,-33.3639917,-70.6646682
830760,13107011003,13107,1,37,0.0244385733157199,13,2.84615384615385,2.84615384615385,3.71615720524018,2.96851851851852,-33.3639917,-70.6646682
831898,13107011003,13107,1,37,0.0244385733157199,13,2.84615384615385,2.84615384615385,3.71615720524018,2.96851851851852,-33.3576502,-70.6693118
831931,13107011003,13107,1,37,0.0244385733157199,13,2.84615384615385,2.84615384615385,3.71615720524018,2.96851851851852,-33.354441,-70.6664208
833417,13107011003,13107,1,37,0.0244385733157199,13,2.84615384615385,2.84615384615385,3.71615720524018,2.96851851851852,-33.36691552,-70.66985607
833508,13107011003,13107,1,37,0.0244385733157199,13,2.84615384615385,2.84615384615385,3.71615720524018,2.96851851851852,-33.3595669,-70.666155
833567,13107011003,13107,1,37,0.0244385733157199,13,2.84615384615385,2.84615384615385,3.71615720524018,2.96851851851852,-33.3595669,-70.666155
833686,13107011003,13107,1,37,0.0244385733157199,13,2.84615384615385,2.84615384615385,3.71615720524018,2.96851851851852,-33.36691552,-70.66985607
33640,13107011003,13107,1,37,0.0244385733157199,13,2.84615384615385,2.84615384615385,3.71615720524018,2.96851851851852,-33.3677,-70.6672
825036,13107011006,13107,1,66,0.053921568627451,3,22,22,6.62882096069869,0.524327418431597,-33.3632639,-70.6710182
829210,13107011006,13107,1,66,0.053921568627451,3,22,22,6.62882096069869,0.524327418431597,-33.36314852,-70.67141175
831866,13107011006,13107,1,66,0.053921568627451,3,22,22,6.62882096069869,0.524327418431597,-33.3642382,-70.6706462
816329,13107011002,13107,1,25,0.0245579567779961,2,12.5,12.5,2.51091703056769,0.854477611940299,-33.35759039,-70.69007456
836034,13107011002,13107,1,25,0.0245579567779961,2,12.5,12.5,2.51091703056769,0.854477611940299,-33.364299,-70.6874651
803058,13107031003,13107,1,6,0.0952380952380952,5,1.2,22.2,0.602620087336245,3.74386920980926,-33.3777489,-70.6112925
828235,13107031003,13107,1,6,0.0952380952380952,5,1.2,1.2,0.602620087336245,3.74386920980926,-33.3739012,-70.6149075
832452,13107031003,13107,1,6,0.0952380952380952,5,1.2,1.2,0.602620087336245,3.74386920980926,-33.3739012,-70.6149075
838881,13107031003,13107,1,6,0.0952380952380952,5,1.2,1.2,0.602620087336245,3.74386920980926,-33.3739012,-70.6149075
33414,13107031003,13107,1,6,0.0952380952380952,5,1.2,1.2,0.602620087336245,3.74386920980926,-33.3774,-70.6102
836971,13107051001,13107,1,53,0.194852941176471,2,26.5,36.5,5.32314410480349,0.474447513812155,-33.384173,-70.61483
827771,13107051001,13107,1,53,0.194852941176471,2,26.5,26.5,5.32314410480349,0.474447513812155,-33.3827061,-70.6132417
825257,13107011005,13107,1,51,0.0356643356643357,2,25.5,25.5,5.12227074235808,0.490014265335235,-33.3541692,-70.6816877
830271,13107011005,13107,1,51,0.0356643356643357,2,25.5,25.5,5.12227074235808,0.490014265335235,-33.3576189,-70.6794851
644549,13107011010,13107,1,86,0.0612099644128114,8,10.75,10.75,8.63755458515284,0.933846850928863,-33.3463,-70.679
820400,13107011010,13107,1,86,0.0612099644128114,8,10.75,10.75,8.63755458515284,0.933846850928863,-33.3460619,-70.6708594
829945,13107011010,13107,1,86,0.0612099644128114,8,10.75,10.75,8.63755458515284,0.933846850928863,-33.346097,-70.671959
830036,13107011010,13107,1,86,0.0612099644128114,8,10.75,10.75,8.63755458515284,0.933846850928863,-33.34648288,-70.67115023
830083,13107011010,13107,1,86,0.0612099644128114,8,10.75,10.75,8.63755458515284,0.933846850928863,-33.3475395,-70.6748299
835861,13107011010,13107,1,86,0.0612099644128114,8,10.75,10.75,8.63755458515284,0.933846850928863,-33.3467646,-70.6753723
836746,13107011010,13107,1,86,0.0612099644128114,8,10.75,10.75,8.63755458515284,0.933846850928863,-33.343893,-70.673135
836782,13107011010,13107,1,86,0.0612099644128114,8,10.75,10.75,8.63755458515284,0.933846850928863,-33.3472005,-70.67606806
835585,13108031003,13108,1,35,0.0452196382428941,2,17.5,46.5,1.3125,1.2972972972973,-33.4113616,-70.6674725
835618,13108031003,13108,1,35,0.0452196382428941,2,17.5,17.5,1.3125,1.2972972972973,-33.4113616,-70.6674725
828887,13108051003,13108,1,36,0.0584415584415584,1,36,49,1.35,0.851063829787234,-33.4063627,-70.6592161
806266,13108041002,13108,1,43,0.0497109826589595,2,21.5,21.5,1.6125,1.14832535885167,-33.4085736,-70.66376608
832920,13108041002,13108,1,43,0.0497109826589595,2,21.5,21.5,1.6125,1.14832535885167,-33.4090525,-70.6656111
837958,13108061001,13108,1,58,0.0453834115805947,2,29,49,2.175,0.94488188976378,-33.41138832,-70.66397848
838000,13108061001,13108,1,58,0.0453834115805947,2,29,29,2.175,0.94488188976378,-33.4124608,-70.658945
572554,13108031002,13108,1,29,0.0403337969401947,1,29,33,1.0875,0.958083832335329,-33.4127198,-70.666111
827969,13108011003,13108,1,40,0.0563380281690141,2,20,40,1.5,1.2,-33.42916614,-70.65788612
827970,13108011003,13108,1,40,0.0563380281690141,2,20,20,1.5,1.2,-33.42916614,-70.65788612
812039,13109021001,13109,1,14,0.0257352941176471,1,14,24,0.526143790849673,1.31049250535332,-33.51278877,-70.6713526
835499,13109021004,13109,1,68,0.076662908680947,1,68,102,2.55555555555556,0.5625,-33.51618923,-70.66694265
835884,13109031001,13109,1,49,0.0418445772843723,1,49,92,1.84150326797386,0.703852788959172,-33.5247484,-70.6495024
821785,13109011003,13109,1,27,0.0227081581160639,1,27,41,1.01470588235294,0.992700729927007,-33.52788143,-70.6617558
831982,13109061001,13109,1,16,0.0136518771331058,1,16,50,0.601307189542484,1.24897959183673,-33.5380067,-70.6831015
837584,13109061004,13109,1,24,0.0465116279069768,1,24,59,0.901960784313725,1.05154639175258,-33.5395755,-70.6805756
826481,13109051002,13109,1,27,0.0379213483146067,1,27,43,1.01470588235294,0.992700729927007,-33.544652,-70.658353
838167,13110021001,13110,1,12,0.0178571428571429,1,12,16,1.0729537366548,0.96480686695279,-33.5137761,-70.5895359
513589,13110211004,13110,1,33,0.0699152542372881,1,33,81,2.95062277580071,0.506249296250422,-33.51313224,-70.61041831
831760,13110011002,13110,1,3,0.00683371298405467,1,3,10,0.268238434163701,1.57699052963872,-33.515716,-70.602774
811415,13110011005,13110,1,6,0.1,1,6,19,0.536476868327402,1.30167921250724,-33.519859,-70.599697
803785,13110021002,13110,1,17,0.022972972972973,1,17,22,1.52001779359431,0.793645189761695,-33.516209,-70.590222
838503,13110061001,13110,1,6,0.0131004366812227,1,6,19,0.536476868327402,1.30167921250724,-33.5199338,-70.5800393
601640,13110061004,13110,1,127,0.130122950819672,7,18.1428571428571,38.1428571428571,11.3554270462633,0.647488748874888,-33.522264,-70.556524
669854,13110061004,13110,1,127,0.130122950819672,7,18.1428571428571,18.1428571428571,11.3554270462633,0.647488748874888,-33.51798491,-70.55888924
827858,13110061004,13110,1,127,0.130122950819672,7,18.1428571428571,18.1428571428571,11.3554270462633,0.647488748874888,-33.522264,-70.556524
829120,13110061004,13110,1,127,0.130122950819672,7,18.1428571428571,18.1428571428571,11.3554270462633,0.647488748874888,-33.52190807,-70.56906597
836300,13110061004,13110,1,127,0.130122950819672,7,18.1428571428571,18.1428571428571,11.3554270462633,0.647488748874888,-33.5213541,-70.5593066
836702,13110061004,13110,1,127,0.130122950819672,7,18.1428571428571,18.1428571428571,11.3554270462633,0.647488748874888,-33.520967,-70.559526
837433,13110061004,13110,1,127,0.130122950819672,7,18.1428571428571,18.1428571428571,11.3554270462633,0.647488748874888,-33.5214962,-70.559412
671350,13110061003,13110,1,11,0.0142487046632124,2,5.5,22.5,0.983540925266904,1.51244673693653,-33.519051,-70.570032
830331,13110061003,13110,1,11,0.0142487046632124,2,5.5,5.5,0.983540925266904,1.51244673693653,-33.5195157,-70.572745
672016,13110021006,13110,1,12,0.0916030534351145,1,12,36,1.0729537366548,0.96480686695279,-33.522435,-70.578686
801942,13110071003,13110,1,124,0.137624861265261,1,124,124,11.0871886120996,0.165464448697188,-33.537585,-70.541325
603913,13110061006,13110,1,29,0.021044992743106,3,9.66666666666667,9.66666666666667,2.59297153024911,1.11328463538443,-33.52250637,-70.57098951
620529,13110061006,13110,1,29,0.021044992743106,3,9.66666666666667,9.66666666666667,2.59297153024911,1.11328463538443,-33.5225,-70.577
826757,13110061006,13110,1,29,0.021044992743106,3,9.66666666666667,9.66666666666667,2.59297153024911,1.11328463538443,-33.5263759,-70.5713853
820655,13110031002,13110,1,12,0.0202020202020202,2,6,6,1.0729537366548,1.44721030042918,-33.5234894,-70.582458
837581,13110031002,13110,1,12,0.0202020202020202,2,6,6,1.0729537366548,1.44721030042918,-33.5255616,-70.5834892
824295,13110071004,13110,1,89,0.0578297595841455,7,12.7142857142857,12.7142857142857,7.95774021352313,0.893082385658241,-33.5373777,-70.5489649
827807,13110071004,13110,1,89,0.0578297595841455,7,12.7142857142857,12.7142857142857,7.95774021352313,0.893082385658241,-33.5291249,-70.55089473
831299,13110071004,13110,1,89,0.0578297595841455,7,12.7142857142857,12.7142857142857,7.95774021352313,0.893082385658241,-33.535533,-70.552277
834383,13110071004,13110,1,89,0.0578297595841455,7,12.7142857142857,12.7142857142857,7.95774021352313,0.893082385658241,-33.535533,-70.552277
838433,13110071004,13110,1,89,0.0578297595841455,7,12.7142857142857,12.7142857142857,7.95774021352313,0.893082385658241,-33.5295141,-70.5540216
840025,13110071004,13110,1,89,0.0578297595841455,7,12.7142857142857,12.7142857142857,7.95774021352313,0.893082385658241,-33.5405865,-70.5515156
840089,13110071004,13110,1,89,0.0578297595841455,7,12.7142857142857,12.7142857142857,7.95774021352313,0.893082385658241,-33.5351983,-70.5468363
806023,13110211003,13110,1,26,0.0345744680851064,2,13,15,2.32473309608541,0.902328070644902,-33.5229,-70.6005
838260,13110211003,13110,1,26,0.0345744680851064,2,13,13,2.32473309608541,0.902328070644902,-33.5228037,-70.5989336
839188,13110081002,13110,1,32,0.025,1,32,32,2.86120996441281,0.517972350230415,-33.5264686,-70.5606739
655380,13110081001,13110,1,20,0.018957345971564,2,10,10,1.78825622775801,1.07594128908743,-33.535589,-70.573233
835088,13110081001,13110,1,20,0.018957345971564,2,10,10,1.78825622775801,1.07594128908743,-33.5323933,-70.5694848
832872,13110031003,13110,1,16,0.0197530864197531,1,16,16,1.43060498220641,0.822840409956076,-33.5298909,-70.58012229
835777,13110031007,13110,1,6,0.00894187779433681,1,6,6,0.536476868327402,1.30167921250724,-33.5304579,-70.5771415
824793,13110191002,13110,1,11,0.0169753086419753,4,2.75,22.75,0.983540925266904,2.52074456156089,-33.5314796,-70.5989142
831141,13110191002,13110,1,11,0.0169753086419753,4,2.75,2.75,0.983540925266904,2.52074456156089,-33.5314796,-70.5989142
836229,13110191002,13110,1,11,0.0169753086419753,4,2.75,2.75,0.983540925266904,2.52074456156089,-33.5314796,-70.5989142
839743,13110191002,13110,1,11,0.0169753086419753,4,2.75,2.75,0.983540925266904,2.52074456156089,-33.5289938,-70.5967359
797911,13110191001,13110,1,6,0.00655021834061135,1,6,12,0.536476868327402,1.30167921250724,-33.5292979,-70.60189962
633912,13110041001,13110,1,70,0.0587741393786734,3,23.3333333333333,23.3333333333333,6.25889679715303,0.551047922539527,-33.53373674,-70.58187961
828920,13110041001,13110,1,70,0.0587741393786734,3,23.3333333333333,23.3333333333333,6.25889679715303,0.551047922539527,-33.5347788,-70.5878266
828923,13110041001,13110,1,70,0.0587741393786734,3,23.3333333333333,23.3333333333333,6.25889679715303,0.551047922539527,-33.5358228,-70.5770863
818435,13110191004,13110,1,19,0.0152855993563958,3,6.33333333333333,10.3333333333333,1.69884341637011,1.48211636723257,-33.535537,-70.603328
834656,13110191004,13110,1,19,0.0152855993563958,3,6.33333333333333,6.33333333333333,1.69884341637011,1.48211636723257,-33.5377202,-70.5994879
834657,13110191004,13110,1,19,0.0152855993563958,3,6.33333333333333,6.33333333333333,1.69884341637011,1.48211636723257,-33.5377202,-70.5994879
519133,13110091002,13110,1,9,0.00848256361922714,3,3,3,0.804715302491103,2.21641607098842,-33.5390998,-70.55675868
657932,13110091002,13110,1,9,0.00848256361922714,3,3,3,0.804715302491103,2.21641607098842,-33.5394773,-70.5587172
838472,13110091002,13110,1,9,0.00848256361922714,3,3,3,0.804715302491103,2.21641607098842,-33.537764,-70.5586705
795561,13110091001,13110,1,24,0.0280701754385965,5,4.8,4.8,2.14590747330961,1.90723981900452,-33.539711,-70.571752
809559,13110091001,13110,1,24,0.0280701754385965,5,4.8,4.8,2.14590747330961,1.90723981900452,-33.539711,-70.571752
820017,13110091001,13110,1,24,0.0280701754385965,5,4.8,4.8,2.14590747330961,1.90723981900452,-33.539711,-70.571752
820018,13110091001,13110,1,24,0.0280701754385965,5,4.8,4.8,2.14590747330961,1.90723981900452,-33.539711,-70.571752
838393,13110091001,13110,1,24,0.0280701754385965,5,4.8,4.8,2.14590747330961,1.90723981900452,-33.5384137,-70.566205
839321,13110091005,13110,1,22,0.0193321616871705,2,11,11,1.96708185053381,1.01109445277361,-33.5401,-70.5626
839441,13110091005,13110,1,22,0.0193321616871705,2,11,11,1.96708185053381,1.01109445277361,-33.5402,-70.5629
798642,13110041002,13110,1,43,0.0371009490940466,7,6.14285714285714,27.1428571428571,3.84475088967972,1.65127169222294,-33.53717377,-70.57647563
832863,13110041002,13110,1,43,0.0371009490940466,7,6.14285714285714,6.14285714285714,3.84475088967972,1.65127169222294,-33.53887044,-70.57594278
837296,13110041002,13110,1,43,0.0371009490940466,7,6.14285714285714,6.14285714285714,3.84475088967972,1.65127169222294,-33.53672663,-70.57915449
837291,13110041002,13110,1,43,0.0371009490940466,7,6.14285714285714,6.14285714285714,3.84475088967972,1.65127169222294,-33.53679818,-70.57911157
837293,13110041002,13110,1,43,0.0371009490940466,7,6.14285714285714,6.14285714285714,3.84475088967972,1.65127169222294,-33.53676241,-70.5791974
837299,13110041002,13110,1,43,0.0371009490940466,7,6.14285714285714,6.14285714285714,3.84475088967972,1.65127169222294,-33.53676241,-70.57917594
837302,13110041002,13110,1,43,0.0371009490940466,7,6.14285714285714,6.14285714285714,3.84475088967972,1.65127169222294,-33.53652989,-70.57943344
800510,13110091003,13110,1,16,0.0198511166253102,4,4,4,1.43060498220641,2.05710102489019,-33.541544,-70.568045
828930,13110091003,13110,1,16,0.0198511166253102,4,4,4,1.43060498220641,2.05710102489019,-33.53979841,-70.56612302
837834,13110091003,13110,1,16,0.0198511166253102,4,4,4,1.43060498220641,2.05710102489019,-33.54105423,-70.5636835
838294,13110091003,13110,1,16,0.0198511166253102,4,4,4,1.43060498220641,2.05710102489019,-33.53986995,-70.56610157
830093,13110101003,13110,1,32,0.0284697508896797,2,16,16,2.86120996441281,0.776958525345622,-33.543643,-70.570015
839160,13110101003,13110,1,32,0.0284697508896797,2,16,16,2.86120996441281,0.776958525345622,-33.54351585,-70.57695066
829466,13110091004,13110,1,22,0.0199818346957312,4,5.5,5.5,1.96708185053381,1.68515742128936,-33.54162716,-70.57029582
830876,13110091004,13110,1,22,0.0199818346957312,4,5.5,5.5,1.96708185053381,1.68515742128936,-33.5444342,-70.5552286
836956,13110091004,13110,1,22,0.0199818346957312,4,5.5,5.5,1.96708185053381,1.68515742128936,-33.547511,-70.567979
838325,13110091004,13110,1,22,0.0199818346957312,4,5.5,5.5,1.96708185053381,1.68515742128936,-33.5431761,-70.5587238
824801,13110171006,13110,1,11,0.00989208633093525,9,1.22222222222222,13.2222222222222,0.983540925266904,5.04148912312178,-33.5447064,-70.6010827
824789,13110171006,13110,1,11,0.00989208633093525,9,1.22222222222222,1.22222222222222,0.983540925266904,5.04148912312178,-33.5442892,-70.601825
824802,13110171006,13110,1,11,0.00989208633093525,9,1.22222222222222,1.22222222222222,0.983540925266904,5.04148912312178,-33.5460553,-70.6010292
831134,13110171006,13110,1,11,0.00989208633093525,9,1.22222222222222,1.22222222222222,0.983540925266904,5.04148912312178,-33.5442892,-70.601825
831145,13110171006,13110,1,11,0.00989208633093525,9,1.22222222222222,1.22222222222222,0.983540925266904,5.04148912312178,-33.5447064,-70.6010827
831149,13110171006,13110,1,11,0.00989208633093525,9,1.22222222222222,1.22222222222222,0.983540925266904,5.04148912312178,-33.5460553,-70.6010292
836231,13110171006,13110,1,11,0.00989208633093525,9,1.22222222222222,1.22222222222222,0.983540925266904,5.04148912312178,-33.5447064,-70.6010827
836232,13110171006,13110,1,11,0.00989208633093525,9,1.22222222222222,1.22222222222222,0.983540925266904,5.04148912312178,-33.5460553,-70.6010292
836226,13110171006,13110,1,11,0.00989208633093525,9,1.22222222222222,1.22222222222222,0.983540925266904,5.04148912312178,-33.5442892,-70.601825
789507,13110101002,13110,1,23,0.0181962025316456,6,3.83333333333333,3.83333333333333,2.05649466192171,2.29020521030418,-33.544227,-70.572393
789508,13110101002,13110,1,23,0.0181962025316456,6,3.83333333333333,3.83333333333333,2.05649466192171,2.29020521030418,-33.544227,-70.572393
789509,13110101002,13110,1,23,0.0181962025316456,6,3.83333333333333,3.83333333333333,2.05649466192171,2.29020521030418,-33.544227,-70.572393
826639,13110101002,13110,1,23,0.0181962025316456,6,3.83333333333333,3.83333333333333,2.05649466192171,2.29020521030418,-33.54725774,-70.57336091
831838,13110101002,13110,1,23,0.0181962025316456,6,3.83333333333333,3.83333333333333,2.05649466192171,2.29020521030418,-33.54725774,-70.57336091
838323,13110101002,13110,1,23,0.0181962025316456,6,3.83333333333333,3.83333333333333,2.05649466192171,2.29020521030418,-33.5437111,-70.5726157
674464,13110101005,13110,1,33,0.0240700218818381,5,6.6,27.6,2.95062277580071,1.51874788875127,-33.5453771,-70.5811991
803354,13110101005,13110,1,33,0.0240700218818381,5,6.6,6.6,2.95062277580071,1.51874788875127,-33.5459119,-70.5774493
